title,author,isbn,category,totalCopies,availableCopies,publishedYear
Stephen King,George Beahm,0836254279,Fiction,100,100,1998
Stephen King from A to Z,George Beahm,0836269144,Fiction,100,100,1998
Foundations of Clinical Research,Leslie Gross Portney;Mary P. Watkins,0838526950,Medical,100,100,2000
Chosen by God,R. C. Sproul,0842313354,Religion,100,100,1994
Four Mothers at Chautauqua,Isabella Alden,0842331913,Fiction,100,100,1997
Desecration,Tim F. LaHaye;Jerry B. Jenkins,0842332294,Fiction,100,100,2002
Armageddon,Tim F. LaHaye;Jerry B. Jenkins,0842332367,Fiction,100,100,2003
Left behind,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins,0842342702,Fiction,100,100,1998
Redemption,Gary Smalley;Karen Kingsbury,0842356223,Fiction,100,100,2002
Remember,Karen Kingsbury;Gary Smalley,0842356290,Fiction,100,100,2003
"Sit, Walk, Stand",Watchman Nee,0842358935,Religion,100,100,1977
Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,0842360611,Fiction,100,100,2007
The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,0842361936,Fiction,100,100,2005
The Origin of the Bible,Philip Wesley Comfort,0842383670,Religion,100,100,2003
Silenced,Jerry B. Jenkins,0842384111,Fiction,100,100,2004
Rejoice,Karen Kingsbury;Gary Smalley,0842386874,Fiction,100,100,2004
Reunion,Karen Kingsbury;Gary Smalley,0842386882,Fiction,100,100,2004
Forgiven,Karen Kingsbury,0842387447,Fiction,100,100,2005
Little Miss Birthday,Roger Hargreaves,0843121319,Juvenile Fiction,100,100,2007
Mr. Jelly and the Pirates,Roger Hargreaves,084312492X,Juvenile Fiction,100,100,2007
Mountain Madness,David Thompson,0843943998,Fiction,100,100,1998
The Halloween Man,Douglas Clegg,0843944390,Fiction,100,100,1998
Gold Rage,David Thompson,0843945192,Fiction,100,100,1999
The Nightmare Chronicles,Douglas Clegg,084394580X,Fiction,100,100,1999
Sweet Revenge,Lynsay Sands,0843946806,Fiction,100,100,2000
"Something Borrowed, Something Blue",Constance O'Banyon;Evelyn Rogers;Bobbi Smith,084394725X,Fiction,100,100,2000
The House That Jack Built,Graham Masterton,0843947462,Fiction,100,100,2000
Mischief,Douglas Clegg,0843947667,Fiction,100,100,2000
The Deed,Lynsay Sands,0843948108,Fiction,100,100,2004
Bliss,Lynsay Sands,0843949090,Fiction,100,100,2001
The Reluctant Reformer,Lynsay Sands,0843949740,Fiction,100,100,2002
The Hour Before Dark,Douglas Clegg,0843951427,Fiction,100,100,2003
Nightmare House,Douglas Clegg,084395177X,Fiction,100,100,2004
The Chase,Lynsay Sands,0843953241,Fiction,100,100,2004
The Abandoned,Douglas Clegg,0843954108,Fiction,100,100,2005
The Attraction,Douglas Clegg,0843954116,Fiction,100,100,2006
Blood Moon Over Bengal,Morag McKendrick Pippin,0843954523,Fiction,100,100,2004
Love Is Blind,Lynsay Sands,0843955007,Fiction,100,100,2006
Blood Moon Over Britain,Morag McKendrick Pippin,0843955821,Fiction,100,100,2005
The Shakespeare Plays: Romeo & Juliet,McGraw-Hill Education,0844257478,Juvenile Nonfiction,100,100,1994
Child of God,Cormac McCarthy,0844667501,Fiction,100,100,1994
The Buried Mirror,Carlos Fuentes,084467012X,Fiction,100,100,1999
The Grace Awakening,Charles R. Swindoll,0849911885,Religion,100,100,2006
Lead Like Jesus,Ken Blanchard;Phil Hodges,0849918723,Religion,100,100,2007
Blink,Ted Dekker,0849945119,Fiction,100,100,2004
Salvation to the Ends of the Earth,Andreas J. Köstenberger;Peter Thomas O'Brien,0851115195,Religion,100,100,2001
The Valley of Vision,Arthur Bennett,0851512283,Religion,100,100,1975
Discovering God's Will,Sinclair B. Ferguson,0851513344,Religion,100,100,1981
The Complete Theory Fun Factory,Katie Elliott;Ian Martin,0851621813,Juvenile Nonfiction,100,100,1996
Trainspotting,Murray Smith,0851708706,Performing Arts,100,100,2002
The Shawshank redemption,Mark Kermode,0851709680,Performing Arts,100,100,2003
Exemplary Novels,Miguel de Cervantes Saavedra,0856684988,nan,100,100,1992
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Audrey Wood,0859533301,Juvenile Fiction,100,100,1996
Blink-182,Anne Hoppus,0859653234,Rock groups,100,100,2001
Dissecting Marilyn Manson,Gavin Baddeley,0859653722,Music,100,100,2005
For the Sake of Argument,Christopher Hitchens,0860916286,Literary Collections,100,100,1994
"20,000 Leagues Under the Sea",Jules Verne,0861366581,Sea stories,100,100,1987
From Hell,Alan Moore;Eddie Campbell;Pete Mullins,0861661419,"Detective and mystery comic books, strips, etc",100,100,2006
Eight Mindful Steps to Happiness,Henepola Gunaratana,0861711769,"Body, Mind & Spirit",100,100,2001
Assassinating Shakespeare,Thomas Goltz,0863567185,Biography & Autobiography,100,100,2006
Full Circle,Luis Sepúlveda;Chris Andrews,0864424655,Travel,100,100,1996
The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,0865165467,Literary Criticism,100,100,2002
Vergil's Aeneid,Barbara Weiden Boyd,086516584X,Literary Collections,100,100,2004
Corroborating Evidence,William T. Rasmussen,0865344922,True Crime,100,100,2005
West with the Night,Beryl Markham,0865471185,Biography & Autobiography,100,100,1942
Moon in a Dewdrop,Dōgen;Zen Master Dogen,086547186X,Philosophy,100,100,1985
Suburban Nation,Andres Duany;Elizabeth Plater-Zyberk;Jeff Speck,0865476063,Architecture,100,100,2001
Rent Girl,Michelle Tea,0867196203,Comics & Graphic Novels,100,100,2004
Summa Theologica,Thomas Aquinas,0870610635,"Theology, Doctrinal",100,100,2000
Crime Partners,Donald Goines,0870678817,Fiction,100,100,2000
Whoreson,Donald Goines,0870679945,Fiction,100,100,1972
The Grail,Brian Doyle;Mary Miller Doyle,0870710931,Cooking,100,100,2006
Cold Mountain,Charles Frazier,0871136791,Fiction,100,100,1997
Sherlock Holmes,Nick Rennison,0871139472,Fiction,100,100,2006
Halsey's Typhoon,Bob Drury;Thomas Clavin,0871139480,History,100,100,2007
Suffer the Little Children,Donna Leon,087113960X,Fiction,100,100,2007
Mapping the Big Picture,Heidi Hayes Jacobs,0871202867,Education,100,100,1997
Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,0871209993,Education,100,100,2004
The Tutor's First Love,George MacDonald,087123596X,Fiction,100,100,1984
"Complete Poems, 1904-1962",Edward Estlin Cummings,0871401525,Poetry,100,100,1994
Selected Poems,E. E. Cummings,0871401541,Poetry,100,100,1994
Tulips and Chimneys,E. E. Cummings,0871401657,Poetry,100,100,1996
Basic Political Writings,Jean-Jacques Rousseau,0872200477,Philosophy,100,100,1987
Introduction to The Philosophy of History,G. W. F. Hegel;Leo Rauch,0872200566,Philosophy,100,100,1988
"On Justice, Power, and Human Nature",Thucydides,0872201686,History,100,100,1993
Leviathan,Thomas Hobbes;Edwin M. Curley,0872201775,Philosophy,100,100,1994
The Grand Inquisitor,Fyodor Dostoyevsky;Charles B. Guignon,0872201937,Political Science,100,100,1993
Complete Works,Plato,0872203492,Fiction,100,100,1997
Aristophanes 1,Aristophanes;Peter Meineck,0872203603,Drama,100,100,1998
Aristophanes 1,Aristophanes,0872203611,Drama,100,100,1998
The Peloponnesian War,Thucydides;Steven Lattimore,0872203948,History,100,100,1998
Discourse on Method ; and,René Descartes,0872204200,Philosophy,100,100,1998
Statesman,Plato,0872204626,Philosophy,100,100,1999
The Trial and Death of Socrates (Third Edition),Plato;George Maximilian Anthony Grube;John Madison Cooper,0872205541,Philosophy,100,100,2000
Lysistrata,Aristophanes;Sarah Ruden,0872206033,Literary Criticism,100,100,2003
Five Dialogues,Plato;George Maximilian Anthony Grube,0872206335,Philosophy,100,100,2002
Confucius Analects,Confucius;Edward Gilman Slingerland,0872206351,Philosophy,100,100,2003
Complete Poems and Major Prose,John Milton;Merritt Yerkes Hughes,0872206785,Poetry,100,100,1957
Aeneid,Virgil,0872207315,Aeneas (Legendary character),100,100,2005
Republic,Plato,0872207366,Political Science,100,100,2004
Readings in Classical Chinese Philosophy (Second Edition),Philip J. Ivanhoe;Bryan W. Van Norden,0872207803,Philosophy,100,100,2005
Plato on Love,Plato;C. D. C. Reeve,0872207889,Philosophy,100,100,2006
A Hundred Camels in the Courtyard,Paul Bowles,0872860027,nan,100,100,1981
Kaddish and Other Poems: 1958-1960,Allen Ginsberg,0872860191,Poetry,100,100,1961
Erotism,Georges Bataille,0872861902,Philosophy,100,100,1962
The Scripture of the Golden Eternity,Jack Kerouac,0872862917,Literary Criticism,100,100,1960
Howl and Other Poems,Allen Ginsberg,0872863107,nan,100,100,1996
A Power Governments Cannot Suppress,Howard Zinn,0872864758,History,100,100,2007
Chekhov's Doctors,Anton Pavlovich Chekhov;Jack Coulehan;John L. Coulehan,0873387805,Literary Collections,100,100,2003
Early Candlelight,Maud Hart Lovelace,0873512693,Fiction,100,100,1992
The St. Paul Stories of F. Scott Fitzgerald,Francis Scott Fitzgerald;Patricia Hampl,0873515129,Fiction,100,100,2004
Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen,0873527364,Literary Criticism,100,100,1996
"Julie, Or, The New Heloise",Jean-Jacques Rousseau;Roger D. Masters;Christopher Kelly,0874518253,Literary Criticism,100,100,1997
The Search for the Beloved,Jean Houston,0874778719,"Body, Mind & Spirit",100,100,1997
A Gateway to Sindarin,David Salo,0874808006,Language Arts & Disciplines,100,100,2004
The Guide to Dan Brown's The Solomon Key,Greg Taylor,0875168167,"Body, Mind & Spirit",100,100,2005
Three Books of Occult Philosophy,Heinrich Cornelius Agrippa von Nettesheim,0875428320,"Body, Mind & Spirit",100,100,1993
Blame It on the Brain?,Edward T. Welch,0875526020,Medical,100,100,1998
Mockingbird Wish Me Luck,Charles Bukowski,0876851383,Fiction,100,100,2002
You Get So Alone at Times,Charles Bukowski,0876856830,Fiction,100,100,2002
Herman N. Hesse's Narcissus and Goldmund,Kathleen E. Digan,087700238X,nan,100,100,1976
The Loftier Way,Blaine M. Yorgason;Brenton G. Yorgason,087747785X,Fiction,100,100,1985
A Full House,Madeleine L'Engle,0877880204,Fiction,100,100,1999
The Rock that is Higher,Madeleine L'Engle,0877887268,Religion,100,100,1993
Conversations with Ernest Hemingway,Ernest Hemingway;Matthew Joseph Bruccoli,0878052739,Literary Criticism,100,100,1986
Conversations with Jerzy Kosinski,Jerzy Kosinski,0878056262,Literary Criticism,100,100,1993
Conversations with John Updike,John Updike;James Plath,0878057005,Biography & Autobiography,100,100,1994
The Good Housekeeping Illustrated Cookbook,Zoe Coulson,0878510370,Cookbooks,100,100,1980
Essentials of Conservation Biology,Richard B. Primack,087893720X,Science,100,100,2006
Exercitia Spiritualia,Saint Gertrude (the Great),0879074493,Religion,100,100,1989
Harpo Speaks!,Harpo Marx;Rowland Barber,0879100362,Biography & Autobiography,100,100,1985
Jean Arthur,John Oller,0879102780,Biography & Autobiography,100,100,1999
Hamlet's Mill,Giorgio De Santillana;Hertha von Dechend,0879232153,Philosophy,100,100,1977
"Life, a User's Manual",Georges Perec,0879237511,Fiction,100,100,1987
Broken Vessels,Andre Dubus,0879239484,Fiction,100,100,1992
John Deere Farm Tractors,Randy Leffingwell,0879387556,Technology & Engineering,100,100,1992
Bioinformatics,David W. Mount,0879697121,Science,100,100,2004
The Many Worlds of Magnus Ridolph,Jack Vance,0879975318,"Science fiction, American",100,100,1980
The Assignation,Joyce Carol Oates,0880014407,Fiction,100,100,1996
First Love,Joyce Carol Oates,088001508X,Fiction,100,100,1997
Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,0880071311,Cooking,100,100,1983
The Roald Dahl Omnibus,Roald Dahl,0880291230,England,100,100,1987
Understanding Physics,Isaac Asimov,0880292512,Physics,100,100,1988
The elements of typographic style,Robert Bringhurst,0881792063,Design,100,100,2004
The Secret of Santa Vittoria,Robert Crichton,0881842672,Fiction,100,100,1986
A Book of Blue Flowers,R. L. Geneve,0881927694,Gardening,100,100,2006
Alfred Hitchcock,Alfred Hitchcock,0883657279,Fiction,100,100,2005
God's Generals,Roberts Liardon,0883689448,Biography & Autobiography,100,100,2003
The Bible Cure for Diabetes,Don Colbert,0884196488,Health & Fitness,100,100,1999
To Battle the Gods,Sharon Green,0886771285,Fiction,100,100,1986
Quester's endgame,Patricia Josephine Clayton,0886771382,Fiction,100,100,1986
Phantoms,Martin Harry Greenberg;Rosalind M. Greenberg,0886773482,Fiction,100,100,1989
Magic's Pawn,Mercedes Lackey,0886773520,Fiction,100,100,1989
Arrows of the Queen,Mercedes Lackey,0886773784,Fiction,100,100,1987
Arrow's Fall,Mercedes Lackey,0886774004,Fiction,100,100,1988
Magic's Price,Mercedes Lackey,0886774268,Fiction,100,100,1990
The Madness Season,C. S. Friedman,0886774446,Fiction,100,100,1990
By the Sword,Mercedes Lackey,0886774632,Fiction,100,100,1991
Shadowkill,Jo Clayton,0886774675,Fiction,100,100,1991
Winds of Fate,Mercedes Lackey,0886775167,Fiction,100,100,1992
To Green Angel Tower,Tad Williams,0886776066,Fiction,100,100,1994
Dance Down the Stars,Jo Clayton,0886776171,Fiction,100,100,1994
Fire in the Sky,Jo Clayton,0886776503,Fiction,100,100,1995
Storm Warning,Mercedes Lackey,0886776619,Fiction,100,100,1995
Sword of Ice and Other Tales of Valdemar,Mercedes Lackey,0886777208,Fiction,100,100,1997
Oathblood,Mercedes Lackey,0886777739,Fiction,100,100,1998
This Alien Shore,C. S. Friedman,0886777992,Fiction,100,100,1999
River of Blue Fire,Tad Williams,0886778441,Fiction,100,100,1999
New Amazons,Margaret Weis,0886778875,Fiction,100,100,2000
Good Grief,Rheta Grimsley Johnson,0886875536,Biography & Autobiography,100,100,1989
Experimental Phenomenology,Don Ihde,0887061990,Philosophy,100,100,1986
Alberic the Wise,Norton Juster,0887082432,European fiction,100,100,1992
Hard Drive,James Wallace;Jim Erickson,0887306292,Business & Economics,100,100,1993
Die Broke,Stephen Pollan;Mark Levine,0887309429,Business & Economics,100,100,1998
Teaching the World's Children,Mary Ashworth;Patricia Wakefield,0887511120,Education,100,100,2004
Feeding the Future,Andrew Heintzman;Evan Solomon,0887847447,Social Science,100,100,2006
The Fish Kisser,James Hawkins,0888822405,Fiction,100,100,2001
The Great Gatsby,F. Scott Fitzgerald,0891906797,Fiction,100,100,1925
The Stress-Free Habit,John Perkins,0892812923,Health & Fitness,100,100,1989
Moksha,Aldous Huxley,0892817585,"Body, Mind & Spirit",100,100,1999
Psychonavigation,John Perkins,089281800X,"Body, Mind & Spirit",100,100,1999
Death of a Dreamer,M. C. Beaton,0892967897,Artists,100,100,2006
The Politically Incorrect Guide To American History,"Thomas E. Woods, Jr.",0895260476,History,100,100,2004
America Alone,Mark Steyn,0895260786,Political Science,100,100,2006
The Real Jimmy Carter,Steven F. Hayward,0895260905,Biography & Autobiography,100,100,2004
Billy Budd,Herman Melville,0895591324,nan,100,100,1978
Topsail Island,Ray McAllister,0895873311,History,100,100,2006
Sister Outsider,Professor Audre Lorde;Audre Lorde,0895941414,Social Science,100,100,1984
An Ordinary Person's Guide to Empire,Arundhati Roy,0896087271,Business & Economics,100,100,2004
Outsiders Within,Jane Jeong Trenka;Julia Chinyere Oparah;Sun Yung Shin,0896087646,Education,100,100,2006
Rita Hayworth and Shawshank Redemption,Stephen King,0896214400,Fiction,100,100,1982
Walking the Rez Road,Jim Northrup,089658321X,House & Home,100,100,1995
200 Quilt Blocks to Mix & Match,Davina Thomas,0896892026,Crafts & Hobbies,100,100,2005
Standard Catalog of Smith & Wesson,Jim Supica;Richard Nahas,089689293X,Sports & Recreation,100,100,2007
The Ecological Approach to Visual Perception,James Jerome Gibson,0898599598,Psychology,100,100,1986
Three Philosophies of Life,Peter Kreeft,0898702623,Religion,100,100,1989
Christianity for Modern Pagans,Peter Kreeft,0898704529,Religion,100,100,1993
Saint Ignatius Loyola,James Brodrick,0898706831,Biography & Autobiography,100,100,1998
Tolkien,Joseph Pearce,0898708257,Biography & Autobiography,100,100,1998
No Price Too High,Alex Jones,0898709199,Biography & Autobiography,100,100,2006
C.S. Lewis and the Catholic Church,Joseph Pearce,0898709792,Religion,100,100,2003
Writing the Novel from Plot to Print,Lawrence Block,0898792088,Reference,100,100,1985
The Avalanche Handbook,David McClung;Peter A. Schaerer,0898868092,Sports & Recreation,100,100,2006
The Confessions of St. Augustine,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu,0899421695,Biography & Autobiography,100,100,1997
"Graham Greene: The Heart of the Matter, Stamboul Train, A Burnt-",Graham Greene,0905712013,nan,100,100,1986
The Shining,Stephen King,0905712609,Fiction,100,100,1987
The Alienist,Machado de Assis,0910457387,Mental illness,100,100,1998
Aristotle's Nicomachean Ethics,Aristotle;Hippocrates George Apostle,0911589031,Philosophy,100,100,1984
What Color is Your Parachute?,Richard Nelson Bolles,0913668060,Applications for positions,100,100,1977
The Handbook (The Encheiridion),Epictetus;Nicholas P. White,0915145693,Philosophy,100,100,1983
His Share of Glory,Cyril M. Kornbluth;Timothy Szczesuil;New England Science Fiction Association,0915368609,Fiction,100,100,1940
Secret of the Peaceful Warrior,Dan Millman,0915811235,Juvenile Fiction,100,100,1991
Alcoholics Anonymous,Alcoholics Anonymous,0916856593,Self-Help,100,100,1976
Through the Arc of the Rain Forest,Karen Tei Yamashita,091827382X,Fiction,100,100,1990
Melville's Moby-Dick,Edward F. Edinger,0919123708,Psychology,100,100,1995
Access the Power of Your Higher Self,Elizabeth Clare Prophet,0922729360,"Body, Mind & Spirit",100,100,1998
Soul Mates and Twin Flames,Elizabeth Clare Prophet,0922729484,Family & Relationships,100,100,1999
The Covert War Against Rock,Alex Constantine,092291561X,Music,100,100,2000
Big Dead Place,Nicholas Johnson,0922915997,History,100,100,2005
History -,Thucydides,0929524357,nan,100,100,1989
The Days of Vengeance,David Chilton,0930462092,Bible,100,100,1987
Life Amongst the Modocs,Joaquin Miller,0930588797,Biography & Autobiography,100,100,1996
Five Tʻang poets,David Young,093244055X,Poetry,100,100,1990
The Tesla Papers,Nikola Tesla,0932813860,Science,100,100,2000
100 Years of Lynchings,Ralph Ginzburg,0933121180,Social Science,100,100,1962
Black Man of the Nile and His Family,Yosef Ben-Jochannan,0933121261,History,100,100,1989
